figure,references,text_len,ocr_items,avg_conf,ink_ratio,blue_red_ratio,class,ocr_preview
src21_p005.jpg,21_notes_01.tex:174,166,14,0.8022,0.03062,0.009,mixed_text_and_diagram,1 - 13  试对图1-68所 图 1 - 68  几何不变，无多余。 1 - 14  试对图1－69所示体系作几何组成分析。（山东建筑大学2008） 图1-69 几何不变，无多余。 1 - 15 计算图170的计算自由度，并作几何构造分析。（中国地震局工程力学研究所 2010) 7x2 - 13=/ 图1-70 常变，无多余约
src21_p006.jpg,21_notes_01.tex:210,330,16,0.7481,0.03481,0.01107,text_heavy_convert_to_latex,"1-16 对图 1-71所; 图 1 - 71 几何瞬变，一个多余 o3是水平方向无穷远点，所以所有水平线都过o3， 那么01o2这条水平线也过o3， 因此o1,02,03在一条直线上。 1-17计算图1-72所示体系的计算自由度，并进行几何构成分析。（北京工业大学 2010) 4对-2 -2(-) -2-2- 3=~l 几何不变，1个多余。 两种分析方法果不样，群不变，甜变，册久最终结论是不变非手 是因为没命理利川约束从我见过的题和大"
src22_p001.jpg,22_notes_02.tex:74,151,25,0.6717,0.03045,0.00306,mixed_text_and_diagram,结力基础班 求解图示结构的支性反力 30kn 15 kNim 3m (u) (b) 4k-m 140kN 0.2kNm 30 kN-m 2m 10 m 4m (c) (d) 20kN·m 20kN 6 kN.m 3m (e) .1o kN.m SkN.m 2.5 m 3a 小席上木号研第32/359页
src22_p002.jpg,22_notes_02.tex:84,2,1,0.6011,0.00659,0.00159,diagram_heavy_redraw_or_crop,5m
src22_p003.jpg,22_notes_02.tex:186,462,41,0.6699,0.02786,0.00808,text_heavy_convert_to_latex,"(a) 30 kV fx=p, Fax=0 MA 15 kA.m FAX ZFy=0,FAy=30+51=45kv Em4=0, MA-30x3-4x25=0 I m (h) 30 kN-m 140 kn Efy=o, Fey+ Fay- to EMc=0,30+F8g×3-40x1.5=D  Foy= Iokn, Feys 3oke .5m 4 m (0) 4 kn-n1 EF=D, Fay+ FB=0Zx 10 0.2kNm ZMA"
src22_p004.jpg,22_notes_02.tex:246,214,19,0.6418,0.02329,0.00932,mixed_text_and_diagram,"FAX TEAY ZFx=0, Fax- Fox=0 Lfy=o, Fas+ Fey= 10 0=$[x*z -01 *h '0=bw? FAX FAY 5m 5m IML=D, Fax- - FAy =D . FBy-7.5bw, Fay- 25kn, Faxe 上n, FBv= w FAX Fay Z(x=0, Fox - gh=0, IFy=0, 0 =hay +bf 3mA=0, Foyxl -chx b-0 Fpy"
src23_p001.jpg,23_notes_03.tex:50,133,23,0.6253,0.02453,0.01085,mixed_text_and_diagram,结力基础班第 ，画剪力图和弯矩图 tot' (a) M图 ol Bol Q图 N.m 30 kn 30 V 15 kN/m 3m 45kn ml= 30xl + ×15*1= 35 (b) 30 kn 15 kN/m 315 m (w.n) tm 30 α (ev)
src23_p002.jpg,23_notes_03.tex:86,116,16,0.6676,0.01414,0.00356,mixed_text_and_diagram,30kN-m 40kN 1.5 m 4m (c) 4kN.m 0.2 kN/m ms+o4x / -.ux2:0 2m 1.4 n 10 m Mi: +4+2-++1= 7.4 (d) 52.4 M图 (k.m) 91三月×10×星
src23_p003.jpg,23_notes_03.tex:132,45,9,0.6696,0.01189,0.00519,diagram_heavy_redraw_or_crop,20kN 6 kN-m 3 m (c) M图(kv.m) 6国 (m) 5a (f) 94
src23_p004.jpg,23_notes_03.tex:166,114,16,0.6818,0.01591,0.0066,mixed_text_and_diagram,"、试利用荷载集度、剪力和 5 kN/i 1 m. 2.5 m a/ =Zxlxs 10 (a) m(kmm) (m)0 I5 kN , 10 kN.m (b) 10 MA: ip+ x/ = Vs m((n.m) 15 () 8"
src23_p005.jpg,23_notes_03.tex:206,94,18,0.6168,0.01783,0.00851,mixed_text_and_diagram,"3a (c) 10151 2.6W9A 1598 1519 2M. Ma F98 3a 34 me Me (d) m4=0 , Fjox 54 + Me- 2me= 0 me ime 34"
src23_p006.jpg,23_notes_03.tex:232,56,11,0.6187,0.02266,0.01036,diagram_heavy_redraw_or_crop,4 kN·m 4 kN/m 4m (e) IMA-0 m (kw.m) Q (k) 11 4a 16 fx14=
src23_p007.jpg,23_notes_03.tex:270,74,13,0.6171,0.02515,0.01083,diagram_heavy_redraw_or_crop,M (k.n) 250 kV 250kN 10kN/m 10kn [0x刚二于40 180k (h) M (tw.m) r40 160 10 ()0
src23_p008.jpg,23_notes_03.tex:332,179,18,0.6556,0.05002,0.01999,handwritten_or_colored_note,"三，试作下列具有中间铰的梁 (a) nb EMi=O F8 4 - 9a×24=0 , FyB= 274 44 TFyB=224 结论：作用在铰上的集 可以认为是作用在铰的左边，也可以认为是作用在铰的右边。不影响最终的内力图。 (b) F=qa Ifey BY qa ImA=0, Fey*0 - 1Axq=0, Fy= 91 IFcy-74 BY IFcy"
src23_p009.jpg,23_notes_03.tex:348,38,7,0.6307,0.01232,0.00249,diagram_heavy_redraw_or_crop,"F-qa Fuy=0 IMA=0, Fiy= 0 Dh. M=qa C-BS"
src24_p001.jpg,24_notes_04.tex:52,171,22,0.7074,0.01573,0.0041,mixed_text_and_diagram,"结力基码 2-1图2-60所示结构截面A的弯矩（以下侧受拉为正）是（B ）。（西南交通大学 2008) A. M B. -M C. -2M D. 0 FLD FDE=O,Fio=0 FPE MA 10 图 2 - 60  2-2图2-61所示结构剪力FQm （重庆大学2010） FAY 图2-614 Fay-=0  Fay=0 FAY MC"
src24_p002.jpg,24_notes_04.tex:108,185,28,0.6793,0.0224,0.00473,mixed_text_and_diagram,"2-3 图2-62所示刚架中AB杆 2010) 30kN 2m 2m 10kNm MAB 5MA=0 MAb:35W.9 81>5kN-m 4m 5kNm 8rti 4m 2n1 ,2m 10kNm Btas 30kN 10 4m 2n 图263所示刚架，AD杆截面D弯矩Mmm--294 2-4 （内侧受拉为正)。（浙江 大学 2011) 2997 图 2 - 63 "
src24_p003.jpg,24_notes_04.tex:198,276,38,0.7213,0.03061,0.00552,text_heavy_convert_to_latex,"2-5试作图2-64所示结构的弯知 4kN 6kN/m 2m 图 2 - 6-4 认为4kn在B铰左边 10kN 4kN 6kNm 2m m: 20l TFyF-9 认为4kn在B铰右边 4kN hkNi 2-6作图2-65所示多跨梁的弯矩图和前力图，并给出ΛB杆的受力平衡图。（北京 交通大学2011) 20kN 10kN/m 40kN-m 20kN 40kN-m 10kN:m 8× 2m 8x2m 二0,m=常数 图 2 - 65 2"
src24_p004.jpg,24_notes_04.tex:224,105,15,0.7163,0.02159,0.0046,mixed_text_and_diagram,2-7求图2-66所示结构 40kN 40kN  40kl 2m 40kN/m 40kN 40KN 180 4m 2m 140 2 ~ 8 绘出图2-67所示结构的弯矩图。（武汉大学2010） 图 2 - 67
src24_p005.jpg,24_notes_04.tex:272,155,21,0.6615,0.02106,0.00578,mixed_text_and_diagram,2-9作图2-68所示静定冈 0=2*-/×+9 Mp= 2 3kN-m 2m 2m E= 61-21:5 (图 2 -68 EMg=0 绘制图2~69所示结构的弯矩图。（武汉科技大学20Q9 2 - 10 Wim 20kN 120 Fap=40 3F80+ 6m FaD= 4D kN 3m 3m 图2-69
src24_p006.jpg,24_notes_04.tex:312,156,20,0.6495,0.01975,0.00492,mixed_text_and_diagram,2-11绘图2-70所示结构 mp: + Foe in /2 - 12 2已知图2－71所示结构的弯矩图，试作剪力图和轴力图。已知Fp=10kN，M 40kN·m。（哈尔滨工业大学2010） 40 10 20 20 10ky 10= F'p M图(kN-m) Q图 20 2m 2m 图 2 - 7K 10 N图
src24_p007.jpg,24_notes_04.tex:356,170,21,0.6865,0.01827,0.00511,mixed_text_and_diagram,"2 - 13 作图2-72所示刚架白 I Fp-qt 1291 ME 图 2 - 72 ' ME- 2 - 14 绘出图2-73所示结构的弯矩图。（武汉大学2010） 2kN/m 4 4kN.m M=C 2kN/m 4kN-m 3kN 图2-73 ME Mob-2x2*1-4=0 MDB8 2ME=0, 8+ME-7x4=D, ME:70"
src24_p008.jpg,24_notes_04.tex:432,227,37,0.6853,0.03443,0.00806,mixed_text_and_diagram,2-15作图2-74所示结 30kN-m 力图。 10kN 10kN/m 170-Fo 8m 2m m (wm) FT40 图 2 ~ 74 14805 30kN-m 30kN-m IOkN 875 4m 10kN 518 4m 30kN 30kN 10kN/m 90 4m 815 8m 8m (0(m) 2-16 求图2－75所示结构的内力，并作弯矩图。（可不写过程）（东南大学2008） Fpa re Fpa 图2-75 Fpa #x
src24_p009.jpg,24_notes_04.tex:496,276,41,0.6694,0.03008,0.00566,text_heavy_convert_to_latex,2 - 17 作图2-76所示结 20kN/m /NO1 6m 6m 6m 6m 图 2 - 76 6525 20kN/m 20kN/m SMA:0 6525 2fj8- (oxi-36x75- wx12x 6 =D 10kN/m 6m 7-3 6m 6m m9e7x6x3-4875x 6=675 2 - 18 作图2-77所示结构弯矩图。（中南大学2010） 10kN/m 10kN/m 30kN 1-40×4=40 wz 40kN 4
src24_p010.jpg,24_notes_04.tex:552,287,30,0.6765,0.0301,0.00694,text_heavy_convert_to_latex,2-19已知结构在集中力 示，其中BC段 为二次抛物线，试确定结构所受 图。（北京交通 大学2009） 3qq? 2g82 2941 2a2 294 3941 124 24x G* 2+ 8Ek4= 394* . OE- 214 图 2 - 78 2-20已知图2-79所示静定刚架的弯矩图（曲线部分为二次抛物线），试绘图标出作 用于刚架上的荷载，并作出剪力图和轴力图（假设各杆无局部平衡的轴向荷载，无分布力 偶）。（浙江大学2012） 9
src24_p011.jpg,24_notes_04.tex:588,128,16,0.7099,0.01737,0.00336,mixed_text_and_diagram,2-21不经过计算，绘制 109) 10kN-m 5m 3m  图 2 -80 2 -22 试求解图2-81所示刚架，并绘制弯矩图。（东北大学2005） 反对称荷载下，弯矩图和轴力图是反对称的 剪力图是正对称的。 3FP 3m 3m 3m 3m 图 2 -
src25_p001.jpg,25_notes_05.tex:42,172,19,0.7328,0.0246,0.00422,mixed_text_and_diagram,"支座连杆的。 图2-140所示桁, 2 - 23 .f）（C）。（中南大学 2010) A.6根 B. 7根 C.8根 D. 9 根 Fp 2+2+1+2+I 图2-140 两轩结点1无外力作用时 ，则两纤均为零纤 2 - 24  计算图2－141所示桁架中1、2杆件的轴力。（重庆大学2010) Fnp. o5450 Fp 图 2 - 141"
src25_p002.jpg,25_notes_05.tex:94,154,16,0.6931,0.03198,0.00706,mixed_text_and_diagram,"2 - 25 求图2-142所示 50kN 30kN IFx-o, + Fy=0  Fuls -5o kn 图2~142 F03 Sino= 2-Fm. +2-Fnz =0 2 - 26 求图2－143所示结构中指定杆件1、2的轴力。（广州大学2008） Fp 图 2-143 ZmA-0, FnSmb Fp"
src25_p003.jpg,25_notes_05.tex:140,174,16,0.6679,0.03654,0.0106,mixed_text_and_diagram,"2 - 27 求图2-144所 2Fp 图 2- 144 FyAx 4d+ 2px 2d = h-d+ Fpx 3q .. Fy4= 0 .Fm- 0, 2 - 28 作图2-145所示桁架中a、6、℃杆轴力。（西南交通大学2010） FNA Fra+ Fpx . Fn4=-Fp 图2-145 Fnexd-Fpxy- Fuax FP ' Frb:"
src25_p004.jpg,25_notes_05.tex:182,158,16,0.6804,0.02534,0.00491,mixed_text_and_diagram,"2 - 29 试求图2-146所示 2d 2d "" Fnb- 图 2 - 146  Imb=0, Fpx2d + F54x 2d - Fpxd=0, F5A= 1MB=0 2d 2 - 30  求图2-147所示架中α、b杆件的内力。（北京航空航天大学2008) 6x1 FN4=0 [图] 2 - 147 Fub:"
src25_p005.jpg,25_notes_05.tex:240,128,14,0.6666,0.02425,0.00481,mixed_text_and_diagram,2 - 31 计算图2-148所 Frax#+ Ppzo 图 2 - 148 2 - 32 求图2～149所示架中1、2杆件的轴力。（西南交通大学2007) Fp Fp a/2 Fn.n45'× L=0 图2-149 0=y +7 × 0y FP FNBE
src26_p001.jpg,26_notes_06.tex:74,193,18,0.7387,0.038,0.01017,mixed_text_and_diagram,"图2-163所示结构 2 - 33 滨工业大学2011） A. 0 C. -0.5Fp D. -Fp 特别注意：梁式杆中，有轴力，剪力和弯矩，不要遗漏。 Fp FNA FNBL 图2-163 2-34对图2－164所示结构，作受弯杆件的弯矩图，算出各链杆的轴力（标注在杆件 旁边）。（北京交通大学2010） A-0, Fus- Fm.4 + 90. 图2-164 ZMA=0 ￥14=0"
src26_p002.jpg,26_notes_06.tex:144,225,25,0.6835,0.03939,0.01196,mixed_text_and_diagram,"2 - 35 对图2-165所示 ZMA=D Q= 2412 fnxl + x2lxl=0 Ful=-2 α 29l+ FM+ Fu2= 0, Fm2=0 图2-165 290 2 - 36 试作图2－166所示结构的弯矩图、剪力图、轴力图。（哈尔滨T业大学2010） a=g xoz + ^xh xo2 + x9 20kN/m 4o 20kN 7140 3m FuAL 130 140 FNDAE. 4m 图 2 - 166 30kn E"
src26_p003.jpg,26_notes_06.tex:184,98,11,0.7108,0.02076,0.00587,mixed_text_and_diagram,图 2 - 167 2-38 作图2-168所示结构的弯矩图。（重庆大学2012) 2kN/m FEx .8 -2×tx6=0  F5x= 6 ≤FEX=6 gh  4m 4m 图 2 - 168
src26_p004.jpg,26_notes_06.tex:204,51,9,0.6925,0.01067,0.00353,diagram_heavy_redraw_or_crop,2 - 39 作图2-169所示线 FP Fp! MA FpL 忽略了BD中的剪力 MA 图2-169
src26_p005.jpg,26_notes_06.tex:210,0,0,0.0,0.0,0.0,diagram_heavy_redraw_or_crop,
src26_p006.jpg,26_notes_06.tex:216,0,0,0.0,0.0,0.0,diagram_heavy_redraw_or_crop,
src27_p001.jpg,27_notes_07.tex:84,285,30,0.6737,0.03544,0.01259,text_heavy_convert_to_latex,"结刀基础切 图2-188所示铰 2 - 40  正），拱轴线方程为 （一2）。（广西大学2010） q-20kN/m 48kN 70 O=iw? 0-70x 10 10m . Mke 6m 6m 图2-188 ZMc= 0, 48x4 + 4Fxe - 6fyb=D,  Fxb= fkw 122 10 2 - 41 图2-189所示三铰拱的水平支座反力是多少？（武汉大学2010） 20kN 20kN 3m 6m 图 2-189 fyb="
src27_p002.jpg,27_notes_07.tex:192,272,25,0.6771,0.03333,0.01123,text_heavy_convert_to_latex,"2010) 图 2 - 190  FNAB= - FP 2-43图2-191所示三铰拱，拱轴线方程为y 4f (lr一r²），其中f4m，l=16m, 则截面D弯矩Mp等于 ，截面D剪力FQD等于 。（浙江大学2012) 4(外例受) 16FyB -9x8×4=0,. fjB=29 IMt= 0 1. Fxb= 49 4fxb -29×8-0, 12 m 8m 图 2 - 191 (i6x12 - 12) 162 ZMp: 0, MDt"
src28_p001.jpg,28_notes_08.tex:58,304,27,0.7415,0.02906,0.00443,text_heavy_convert_to_latex,3-1图3-48所示结构在 下，截面K的剪力最大 值FQKmax为 （天津大学   /= 1 x(b+1)*于 xoL =xgu [09] 20kN/m BY 相对位移方向和剪力正方向一致。 Im 8m 6m 图3-48 静定结构的影响线都是直线，不是曲线。 ABC是一个刚片，所以就是一条直线。 3-2求图3-48所示结构在任意长度可动均布荷载20kN/m作用下截面K的最大弯 矩|Mkmaxl。（华南理工大学2013） I- 0= ta
src28_p002.jpg,28_notes_08.tex:128,297,37,0.6648,0.03556,0.00789,text_heavy_convert_to_latex,yK右= ；在图示移动荷载 Fpl--S0kN / Fp2=20kN +2m* 5m 8m ↓ 2m 12ml 8m I. 图3-49 注意：用机动法画影响线时，如果画出来的在梁线以上，标“+” Qkmax= + 040 kn 3-4  用机动法作图3-50所示多跨静定梁中MA、FBB、Me、M&的影响线。（湖南大 学 2008) [Fp=1 3m 1m 2m Fp=1 3m IIm/im /Im/Iml 2m 顺针 逆时针 ABC是一
src28_p003.jpg,28_notes_08.tex:140,19,4,0.6556,0.00385,0.00075,diagram_heavy_redraw_or_crop,Fp=1 3m m/im 1/m1im
src28_p004.jpg,28_notes_08.tex:272,320,46,0.6399,0.04292,0.01157,text_heavy_convert_to_latex,2011) Fp=1 2m 2m 2m 2m 图3-51 1Fp=1 2m 2m 2m 2m [Fp=1 2m 2m 2m 2m 3-6 用静力法作图3-52所示结构的Mc、FQE、MA影响线。Mc以杆DC下侧受拉为 正；MA以AK杆端下侧受拉为正。（Fp=1在FDCH段上移动）（青岛理工大学2012） 05 ≤ 3a [Fp=] Fey a-w了 DY Fuyx49 = 1x (x-9) X-4 2a MG = FiyxL6: 34 
src28_p005.jpg,28_notes_08.tex:340,219,26,0.7187,0.04884,0.01414,mixed_text_and_diagram,"Fp=1 2m 2m 2m 2m 图3-53 Fp-1 2m 2m 3-8  移动荷载Fp一1在下弦移动，试作图354所示桁架杆件内力FNa和FNc的影响 线。（河北工业大学2008） 2.4m 2mx6=12m Fugx2.4 +T×4=0, Fna=-T 图3-54 AB, BC A.B 2.4m JA：单位力在A点时，a杆轴力。 2mx6=12m AB, BC A.B JA：单位力在A点时， 2mx6=12m : A=YL= 0"
src28_p006.jpg,28_notes_08.tex:464,117,15,0.6676,0.04575,0.01842,handwritten_or_colored_note,"南大学2009) 6xa AC, DB A,C D.B JA: 单位力在A点时，1杆轴力。 6x4 4=96=0, 6xa A'D,p'e',e'F',F'B' A',d', e', F', b' Ye': -l Ae, Ef,fb."
src28_p007.jpg,28_notes_08.tex:508,103,20,0.6843,0.02085,0.00742,mixed_text_and_diagram,3-10 作图3-56所示结格 Fp=1 4m 4m 4m 图 3 - 56 Fp=1 Pp=! 4m 4m 4m 4m 4m Fp=1 4m 4m 4m 4m 机动法画影响线，是承载杆沿着荷载方向的位移。
src28_p008.jpg,28_notes_08.tex:572,181,24,0.67,0.02495,0.00763,mixed_text_and_diagram,"NDE、剪QIVI的呵： FNDE和MBC。（武汉理工大学2011 就换用联合 3m 3m 3m ABL, CD B,c,D JB：单位力在B点时，de杆的轴力。 JB=D Yc= 0, 3m 3m 3m J0=-2 yo:单位力在D点时，Bc杆的剪力。 90=0 3m 3m 单位力在D点时，MpL。 ML= -4x-×3x)= -18 km 3m 3m 3m"
src28_p009.jpg,28_notes_08.tex:586,50,6,0.7491,0.01133,0.00204,diagram_heavy_redraw_or_crop,3 - 12 2试求358所示结 动）。（青岛理工大学2008） Fp-1 图3-58 [Fp-1 
src28_p010.jpg,28_notes_08.tex:630,207,21,0.643,0.0265,0.00763,mixed_text_and_diagram,"Fp=1 1/2 1/2 图3-59 B. C, D yp=0, ye=o, J8=1 1/2 112 3 - 14 用静力法作图3～60所示组合结构的MR、FN1、F2的影响线。（青岛理工大学 2009) Fp1 Fp-1 FM o=ry 3m 3m 2mE:0, Fm:3+ 1x(3-x)=0 > Fm= 4).  -1 图 3-60 Zf=, Fn +I + Fv= 0 > Fv=--(-) X-=·=W"
src28_p011.jpg,28_notes_08.tex:722,233,30,0.6931,0.03814,0.00825,mixed_text_and_diagram,"设拱上布满方向向下沿轴方向 平反力FHA的值。（武汉理工大学2 FHA FH8 1/2 1/2 ，FHA=夺 图 3- 61 FHA FHB 112 112 3 - 16 （1）作图3-62所示结构支座D反力FRD和K点弯矩Mk的影响线；（2）求图 示移动荷载组作用下Mk的最大值。（要考虑荷载掉头）（西南交通大学2012） 30kN 10kNI 30kN m, 2m  Fp=1 4m 4m ++++ot 个个 6m 4m 4m4m 30"
src29_p001.jpg,29_notes_09.tex:78,324,34,0.6601,0.04077,0.00996,text_heavy_convert_to_latex,【例4-49]图4-42(a)1/>141171IT1) 我东叉马牛FI－常数，二力 杆抗拉刚度为EA，弹簧刚度k一3HI/256，试求（点的竖向位移。（北京交通大学2012） (AQ120 AB：[rp 120kNm 20kN 一创(三× 4x 40x 4x3) 4m 2m 4m 2m EN EN 4m 4m 2m 2m 2m 4-1图4-13所示结构中截面A转角（设顺时针为止）为（C）。（哈尔滨T业大学 2009) A. 2Fru/
src29_p002.jpg,29_notes_09.tex:126,83,11,0.6278,0.01917,0.00348,mixed_text_and_diagram,4-3 4 所示 4-4图16所小 点距离 一（河北「业大学 4-5图44.所示桁架：各杆拉伸刚度为FA：「X杆的转角为 （天津大学 EA EA. EA: EA EA
src29_p003.jpg,29_notes_09.tex:248,177,23,0.6237,0.03743,0.01518,handwritten_or_colored_note,"图] -1 - 48 图4 - 48 Mp =(14 **12 +2 *14 *后 Mi+ M2+1=0 WI-2aTNL-A:0 NI:-ZN) 1-2M,+/=0 15947 N=94 NT= -249 N2= -2NI (x)+创(+24 ) () MI=94 4-8 20kN 10仅 4m 4m 0= 10 - axtx(-F),h4n (T)"
src29_p004.jpg,29_notes_09.tex:274,78,9,0.5949,0.02724,0.00969,diagram_heavy_redraw_or_crop,99 414 (3 寸 +x+r[a+ 2*a+ + ]- Fmp.Cosd -2+ Fp=0 FM T x2 + p=0 3m×4 Tpx 1x 6 EA
src29_p005.jpg,29_notes_09.tex:338,367,29,0.6789,0.03481,0.01022,text_heavy_convert_to_latex,4-12图4-51所示结构由= 庆大学2012） 4-13图4-55所示多跨静贷 -0. 00lrad. 图中-10m，则铰B两侧截面的 Icm 2m 2m 图4 54 图 4  55 Ix Dct Fe.CeD 1x0B+ Fr:c=0 0=* *+ +0× 0= 000* + g01*0l *% + 18x 8=- (5) 0b= - 3x103 (u 1) 4 - 14  计算图4-56所示结构由于支座移动产生的铰C的角位移。（湖
src30_p001.jpg,30_notes_10.tex:82,457,33,0.7632,0.03788,0.00305,text_heavy_convert_to_latex,1.基本概念 5－1判断题。力法方程，实际上是力的平衡方程。（X）（福州人学2012） 5-2判断题。图5-－125（a）所示桁架结构可选用图5-125（b）所示的体系作为力 法基本体系。（V）（西南交通大学2008） 5-3 图5126（b）所示结构可作为图5126（a）所示结构的基本体系。（×） （烟台大学2013） (a) (6) (a) (9) 图 5  125 图5~126 Mmds 5-4对比图5-127（a）、（b）两个刚
src30_p002.jpg,30_notes_10.tex:126,206,16,0.7267,0.02211,0.00288,mixed_text_and_diagram,5-6 Fp 2a 2a (a) (b) 图5-129 5-7判断题。图5-130所示结构中，梁AB的截面EI为常数，各链杆的EA相同， 当EI增大时，则梁截面D弯矩代数值M，增大。（X）（中国矿业大学2011） 5-8图5-131所示两结构中，荷载Fp作用于跨中A、B处，ni、n2均为比例常数， 则当n>n²时，跨中弯矩（ （）。（浙江大学2010） A.MA=MB B. MA>MB C. MA<MB D.
src30_p003.jpg,30_notes_10.tex:214,48,13,0.6046,0.02211,0.00868,diagram_heavy_redraw_or_crop,"Fp EA =0 LAD 16 5-8 n1=00, Fe nE! n.hr 0=W 12 mp"
src30_p004.jpg,30_notes_10.tex:304,536,40,0.7842,0.03642,9e-05,text_heavy_convert_to_latex,Fp 图5 130 B. MA>Mr A.MA=Mn C. MA<MR ID.不确定 5-9结构上没有荷载就没有内力，这个结论在什么情况下适用？在什么情况下不适 用？（四川大学2009） 5-10判断题。图5-132所示两铰拱，已知支座B处下沉了△ε=0.01f，此时的水平 反力为零，EI=常数。（V ）（天津大学2011） 5 - 11 图5·133所示结构，为了减小基础所受弯矩，可（C）。（西南交通大学 2012) A.减小I B.
src30_p005.jpg,30_notes_10.tex:356,108,21,0.6659,0.01232,0.00015,mixed_text_and_diagram,3kN V3- dy wg 2m 6m 2m 图 5-134 图 5 - 135 图5 - 136 10kN Mo 13 t0kN/m 3m 3m (a) (b) 图 5 - 137 图 5 - 138 图5-139
src30_p006.jpg,30_notes_10.tex:444,150,20,0.6475,0.02892,0.00942,mixed_text_and_diagram,512. 139 -EA 5 -13 8fcy - 4x 4x2- 10x 630 Fay- 10kN 10kN q=4kN/m3 g-4kN/mz 16.4 4m 4m 2m 2m (()-(-0 元-=[( +x9 ++*2 × +1 ×9 ×2] × * Sn=(++++) 4m 2m1.2m
src30_p007.jpg,30_notes_10.tex:518,73,15,0.6215,0.02448,0.00915,diagram_heavy_redraw_or_crop,5-4 98.92 2kN/m 31 3kN 6m 2m 6m 2m ug 0p (br9x 6) -x6(6+6)x6 6m XI= Mo Mo
src30_p008.jpg,30_notes_10.tex:650,156,22,0.6354,0.04465,0.01536,handwritten_or_colored_note,"5-16 uinth) GA (3t乐) 4 = +× +x"" oedg taxuy +xhg 10kN 10kN/m 3m 3m .1m (a) (b) 0=[01 -(x9×0]- h19 45 35 -(9xix) 6p (+x3x 9xix) [(1+ ×58 9×+ ]1? 7x 1 50 7x 12"
src30_p009.jpg,30_notes_10.tex:750,311,35,0.7171,0.03653,0.00354,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 3kN EA 1 1/4  6m 图5-134 图5-135 图 5 - 136 10kN Fp W/NXO! 3m (P) (b) 图5-137 图5-138 图 5-139 3.对称性的利用 (e) 5-18图5-140所示结构中各杆EI一常数，在给定荷载作用下，H.= M=_○。（浙江大学2009) 图5141所示桁架中杆轴力FN:= 5 -19 （西南交通大学 2010) 5-20已知图5-142所
src30_p010.jpg,30_notes_10.tex:788,166,24,0.6995,0.01475,0.00145,mixed_text_and_diagram,"5-21判断题。图5 M=0.Fa±0,F>=0. F 5-22用力法求图5 的弯矩图。设受弯 各杆EI=常数，而CD杆 5-23用力法计算图~ EI/16，EI=常数。 （合肥工业大学2008） 2g q-16kN/m WN EA XID T6 EA. 2m 2m 2m 2m 2m 2m 图5-143 图5-144 图5-145"
src30_p011.jpg,30_notes_10.tex:886,132,24,0.6045,0.03769,0.01366,mixed_text_and_diagram,"2g XID 2m BI 2m 2m 2m , m,+ mp= M 0=dig +1xay +1x3 0=ho +1xug +X12g mpy 2m 5-23 2m 13.48 EA 4m MP 2m 2m 专xx ** 0 =1X (-]x 4+ (-1] 31"
src30_p012.jpg,30_notes_10.tex:980,410,47,0.7215,0.03088,0.00228,text_heavy_convert_to_latex,5 - 24 图]5-146 所; 2011) 用力法作图5 5 -25 19) 5-26 用力法计算图 010) wz 28kNB 28k 13 DR 2E 3ms 4m 4m 3m 图5-146 图] 5 - 1.17 []5- 148 5-27用力法计算图5-149所示结构，并作M图。各杆EI=常数，FA=EI/²，（广 州大学2007) 5 -28 利用结构的对称性作图5-150所示结构的弯矩图。已知EI=常数，链杆EA为 尤穷
src30_p013.jpg,30_notes_10.tex:1090,197,37,0.6115,0.03596,0.015,handwritten_or_colored_note,"o=dg +1x1y +i4ng okN/nvo EI-常数 4m 4m 32 3EL 64+85 X=0 (x 2)() ismit mp= 18 28kN 92 28kn 14 kN EI 78 2E1 EI 24 3m 3m 24 3m m(in.m) 14 kN B 18 14 kN B15 E! 18 EI 42 1.5m 0=d.o +x""s ZI =1X - (s1 ×_=do"
src30_p014.jpg,30_notes_10.tex:1196,217,28,0.6019,0.03549,0.01242,mixed_text_and_diagram,21/11= va 0.591 510391 (-1)x Ix(-1) 713 KEA -=(1×)~hy=19 Xi0 0.0789 21 13 810 E4X Xim+ Ximit mp=M d..xi+ o1p7o 10kh 10kN 10kN 100 4m OkN JOkN 120 80 6m 6m 6m M(kn.u) 0= 一(*4x 0× 6) - m- 9 (e21 +o0 )hx × Xi mIt myem 6m
src30_p015.jpg,30_notes_10.tex:1282,76,13,0.6274,0.02623,0.00657,diagram_heavy_redraw_or_crop,f-29 Fp/2 Fp/2 Sm((x ax) 362 XIMI+MP=M 5:30 6A=00 20kN 2m 3m 3r opx oxx2xux 
src30_p016.jpg,30_notes_10.tex:1338,246,26,0.7553,0.02153,0.00014,mixed_text_and_diagram,4.弹性支承超静定结构的 5-31图5-153（a）所 其力法典型方程 为（ ）。为弹簧刚度。（中 Fp 20kN EAr0 1x 3m (a) (b) 图 5-151 图5-152 图 5 - 153 5-32求图5-154所示结构在给定基本体系下的力法方程及方程中的所有系数。（青 岛理工大学2008) 5 - 33 试计算图5-155所示具有弹性支座的结构，并作弯矩图。抗转刚度系数k。= 3E1 （中国矿业大学2008） 3E7 E
src30_p017.jpg,30_notes_10.tex:1406,121,18,0.6218,0.03053,0.0123,mixed_text_and_diagram,"5-37 -3FF 6= i(x x ht) 7.1x SnXi+ 6p=- 533 3E7 EI-常数 EI-常数 1/2 1/2 EI-常数 EI-常数 1/2 1/2 1/2 op (-24n + ) -()= XI M, + m: M"
